requirement_uid,평가문서,정답,예측,확률차,p_견적반영,p_계약·질의검토,요구사항명,요구사항유형,blockers,cost_basis,build_difficulty,domain_dependency,reasoning,본문
incheon_airport_digital_work:PER-005,incheon_airport_digital_work,견적반영,계약·질의검토,0.3496,0.1935,0.5431,CPU 효율성,성능,,라이선스,보통,낮음,"CPU 사용률 평가 자체는 통상적 성능테스트이나, 전문 Tool 사용 및 관련 비용을 제안금액에 포함하도록 명시되어 있어 도구 라이선스 비용을 견적에 반영해야 한다. 구체적 수치 목표나 무제한 재작업 조건은 없어 blocker는 없다.","CPU 효율성
- 테스트 기간과 시험운영(안정화) 기간에 CPU 사용률을 평가
※ 성능테스트는 전문 Tool을 사용하여 결과를 보고서로 제출하여야 하며, 관련 제반 비용은 제안 금액에 포함"
ccrs_ai_platform:SFR-012,ccrs_ai_platform,계약·질의검토,견적반영,0.3606,0.6463,0.2857,플랫폼 자원·LLM 모델 통합 관리 기능,기능,"범위·책임, 라이선스·공급",복합,높음,낮음,"GPU 동적 할당·회수 및 컨테이너 허용 범위를 기술협상 시 확정한다는 조항은 범위가 열려 있어 사전 확인이 필요하고, 오프라인 패키지 반입·외부 API 호출 불허 조건은 실제 모델 조달 가능성 확인이 필요한 라이선스·공급 blocker다. GPU 자원관리, 모델 레지스트리, 다중모델 병렬운영 등은 고급인력과 전용 인프라가 필요해 견적반영 요소도 병존한다.","플랫폼 자원·LLM 모델 통합 관리 기능
- GPU 자원 할당 및 통합 관리
- AI 플랫폼 전체의 GPU 자원 할당을 통합 관리하는 기능 제공
- (할당 관리) 사용자·그룹·서비스별 GPU 자원 할당량(Quota) 설정, 유휴 자원 동적 회수
- (워크로드 격리) LLM 추론 서비스와 모델 학습 워크로드 간 자원 격리 방안 적용
- (우선순위) 자원 경합 시 서비스별 정책 우선순위에 따라 LLM 추론 서비스 SLA 보장 우선
※ GPU 동적 할당·회수 및 컨테이너 환경 허용 범위는 기술협상 시 확정
- 실시간 자원 모니터링 대시보드
- GPU·CPU·메모리·네트워크 등 핵심 자원의 실시간 사용률을 시각화한 대시보드 제공
- (추이 분석) 자원 사용 추이를 시계열로 조회
- 이상 징후 알림 및 장애 대응
- (알림) 자원 지표가 임계치 초과 시 관리자 알림 발송 (임계값 Web 기반 UI 조정 가능)
- (장애 대응) GPU 장애 시 잔여 GPU로 핵심 서비스 우선 유지, 벡터 DB 이중화/백업·복구 방안 포함
- 자동 운영 보고서
- 인프라 운영 현황을 일 단위로 자동 분석하여 운영 보고서 생성
- (설정) 보고서 생성 주기(일별/주별) 및 수신 대상을 관리자가 설정 가능
- (다운로드) PDF 또는 엑셀 형식으로 다운로드 가능
- LLM 모델 등록 및 교체
- 관리자가 Web 기반 UI에서 신규 LLM 모델을 등록할 수 있는 기능 제공
- (오프라인) 모든 모델은 오프라인 패키지 방식으로 반입, 외부 클라우드 모델 API 호출 불허
- (LLM-agnostic) 특정 LLM에 종속되지 않는 아키텍처 원칙
- (무중단 배포) 품질 저하 감지 시 즉시 롤백 가능
- (코드 무수정 전환) 모델 교체 시 기존 RAG 파이프라인·프롬프트·Agent 구성이 유지되며 관리자 설정 변경만으로 전환
- 다중 모델 병렬 운영
- 2개 이상의 LLM 모델을 병렬 운영하고 서비스·업무 유형별로 상이한 모델 지정 가능
- 모델 레지스트리 통합 관리
- LLM, 임베딩, 리랭커, STT, OCR, ML 예측모델을 통합 조회할 수 있는 모델 레지스트리 제공
- (버전 관리) 모델 버전 이력(등록일, 변경일, 변경 사유) 기록·조회 및 롤백 가능
- 모델 환경 설정 및 테스트
- (환경 설정) 데이터 포맷, 최대 토큰 수, Temperature 등을 관리자가 설정 가능
- (테스트) 신규 모델을 운영 반영 전 테스트할 수 있는 별도 환경 제공, 복수 모델 응답 비교 가능
- 임베딩 모델 교체 대응
- 임베딩 모델 변경 시 기존 문서의 재임베딩을 배치 처리할 수 있으며, 재임베딩 중에도 기존 서비스 중단 없이 운영
- 표준 인터페이스 및 확장성
- LLM 연동 시 업계 표준 인터페이스 지원 (온프레미스 로컬 서빙 엔진 구현)
- 모델 추상화 레이어를 통해 향후 표준 모델 도입 시 추가 개발 없이 연동 가능한 구조 확보"
genai_incident_response:SER-005,genai_incident_response,견적반영,계약·질의검토,0.3834,0.0939,0.4772,소프트웨어 개발보안,보안,,라이선스,보통,낮음,"CC인증 획득 상용 시큐어코딩 점검도구 사용이 명시되어 공개도구 불가로 인해 별도 라이선스 비용이 발생하며, 나머지 망분리·접근제어·원격지 보안대책 등은 공공 표준 보안지침 수준으로 통상 처리 가능하다.","소프트웨어 개발보안
- 원격지 개발 수행 시 개발서버 운영과 관련된 보안준수
① 원격지 주요 개발서버에 대하여 망분리, 접근제어 등 각종 보안정책 준수
② 물리적 보안준수
③ 시큐어코딩 점검도구는 공개도구 사용은 불가하며, 행정기관 및 공공기관 정보시스템 구축·운영 지침에 따라 CC인증을 획득한 상용 도구를 사용
- 「행정기관 및 공공기관 정보시스템 구축·운영지침」 제50조부터 제53조까지에 따라 보안약점이 발생하지 않도록 개발, 정보시스템 감리 등을 통해 진단하여야 함
- 원격지 상의 개발서버와 운영서버를 분리하여 개발 및 운영
- 「국가정보보안기본지침」 제28조의 2 및 제 52조에 따라 “온라인(원격) 개발 및 온라인(원격) 유지보수 관련 보안관리 준수사항 적용
제28조의2(원격지에서의 온라인 개발) 제28조에 따른 원격지 개발에서 각급기관의 장이 필요하다고 판단하고 용역업체가 다음 각 호에 따른 보안대책에 서면으로 동의하는 경우에 한하여, 각급기관의 장은 용역업체에게 원격지에서 인터넷을 통해 발주기관 정보시스템에 온라인 접속한 상태의 개발 작업을 허용할 수 있다.
1. 지정된 단말기에서만 접속 및 해당 단말기에 대한 접근인원 통제
2. 지정 단말기는 제3호에 따른 온라인 용역 통제시스템 접속 전용으로 운용하고 다른 목적의 인터넷 접속은 차단
3. 발주기관 내 온라인 용역 통제시스템을 경유하여 개발에 필요한 정보시스템에 접속하는 등 소통구간 보호ㆍ통제
4. 접속사실이 기록된 로그기록을 1년 이상 보관
5. 계약 시행일로부터 종료 후 30일이 경과하는 날까지의 기간 중에 발주기관, 발주기관의 상급기관 및 국가정보원장의 정기 또는 수시 보안점검(불시 점검을 포함한다) 수검
6. 기타 국가정보원장이 배포한 ‘국가ㆍ공공기관 용역업체 보안관리 가이드라인’에서 제시된 온라인 개발에 관련된 보안대책의 준수
- 원격지 개발지의 기본보안정책은 제안요청서상의 보안요구사항 및 Ⅲ.보안준수사항 적용
- 제안사가 발주기관 이외 장소에서 개발작업(유지보수 제외)을 요청할 경우 제안사 작업장소에 대한 보안요구사항 등을 포함한 관리적·기술적 보안대책을 수립·시행하여야 함
- 원격지 개발과 관련한 보안대책 이행여부를 정기 또는 수시로 점검(불시점검 포함)
- 사용자 PC 패스워드 주기적 변경 및 백신 프로그램을 항상 최신 상태로 유지
- 발주기관은 개발담당자의 PC 보안상태 점검을 위해 혹은 발주기관의 보안규정 및 보안대책을 준수하는지 점검하기 위해 제안사의 개발 현장을 방문할 수 있으며, 부적절한 보안상태일 경우 시정조치를 취할 수 있음 이행 되지 않을 경우 원격지 개발을 취소 할 수 있음
- 개발용 단말기는 원칙적으로 분리하여 전용 단말기로 사용, 외부 인터넷 접속을 차단하여야 함
- 개발 시스템 접속용 단말기는 보안성이 확보된 운영체제를 사용하여야 함
- 시큐어코딩 점검도구는 공개도구 사용은 불가하며, 행정기관 및 공공기관 정보시스템 구축 및 운영 지침에 따라 CC인증을 획득한 상용 도구를 사용하여야 함
- 제안사가 발주기관 내 장소에서 개발작업을 수행하더라도 개발용 서버가 민간 클라우드 컴퓨팅 서비스를 이용하는 등 원격지에 위치할 경우 원격지 개발로 간주하고 보안대책 수립·시행하여야 함
- 정보시스템을 개발 또는 변경할 경우 관련 법 및 지침 준수
- 전자정부법, 행정기관 및 공공기관 정보시스템 구축·운영지침, SW 개발보안 가이드 등
- ｢국가정보 보안 기본지침 제27조(소프트웨어 개발 보안) ~ 제30조(누출금지정보 유출시 조치)｣ 를 준용
- 소스코드 작성 시 SW개발보안을 적용하고 신규 및 변경 구축된 홈페이지/응용프로그램은 실제 운영 이전에 취약점 점검 및 조치를 반드시 수행(운영 이후 연 1회 이상)
- 소프트웨어 설계 단계부터 보안을 고려하여 설계
- CC인증서 또는 성능평가 결과확인서를 획득한 소스코드 보안약점 진단도구를 사용하여 소스코드 내 잔존 취약점 제거
- 개발한 소프트웨어의 코드 및 리소스 파일 등에 대한 무결성 검증 절차 수립·준수 및 정보시스템 탑재·운용 이전에 무결성 검증 수행"
defense_intelligent_platform:ECR-007,defense_intelligent_platform,견적반영,계약·질의검토,0.387,0.2003,0.5873,CPU클러스터 서버(AI플랫폼),시스템장비구성,,장비·인프라,보통,낮음,"CPU 1,000코어 이상, 512GB RAM, 다중 NIC/HBA, PSU 이중화 등 구체적 서버 하드웨어 스펙 도입은 장비·인프라 원가가 명확히 발생하는 견적반영 사항이며, 최신 CPU·표준 규격 요구로 조달 가능성이 불명확한 blocker는 아니다.","CPU클러스터 서버(AI플랫폼)
- 도입수량 : n식
※ 제안사에 따라 전체 코어 요구사항에 맞추어 제안
- CPU : CPU, 48Core 이상, 최소 1,000 Core 이상
- RAM : 서버 당 512GB 이상
- 제안서 제출일 기준 최신 CPU로 제안
- NVMe SSD :
- OS용 960GB * 2EA 이상
- 네트워크카드(NIC) :
- 10GbE NIC SFP 4 Port 이상(서비스)
- 25GbE NIC SFP 4 Port 이상(데이터)
- 32Gbps HBA 2 Port 이상(백업)
- 1GbE NIC 4 Port 이상(관리)
- IPMI (또는 이에 상응하는 각 벤더별 기술) 전용 포트 지원
- PSU : 2듀얼 이상
- USB 및 LAN 포트 물리적 접속 차단 장치 제공
※ CPU 클러스터의 Core 및 도입 수량은 제안하는 SW에서 요구하는 HW Spec. 이상으로 제안 가능"
kexim_ai_platform:INR-DTL-004,kexim_ai_platform,견적반영,계약·질의검토,0.3871,0.1825,0.5696,TOR Switch,시스템장비구성,,장비·인프라,낮음,낮음,"TOR Switch 6대 및 규격, 보안기능확인서, 3년 유지관리(무상1년,유상2년) 등이 구체적으로 명시되어 장비·인프라 원가로 견적 산정이 가능하며, blocker에 해당하는 불확실 조건은 없다.","TOR Switch
- 용도 : TOR Switch
- 성능 및 용량 규격 : 총 6대
구분 | 세부 규격
요구기능 | - TOR Switch 24개 SFP+ 포트, 1/10Gbps 지원
기타 | - 보안기능확인서 획득 제품일 것
- 제안한 H/W는 도입시점에서 최신형으로 공급
- 운영 안전성을 위하여 기존 환경과 원활하게 연동이 가능하도록 하여야 하며, 변경을 최소화 하는 방안으로 구성
- 사업 최종검수완료 후 3년(무상1년, 유상2년) 유지관리* 금액을 포함하여 제안
* 장애처리 등 기술지원 및 정기점검, 시스템 패치 및 업그레이드"
kexim_ai_platform:INR-DTL-003,kexim_ai_platform,견적반영,계약·질의검토,0.4051,0.241,0.6461,x86 서버,시스템장비구성,,장비·인프라,보통,낮음,"x86 서버 3대의 구체적 CPU·메모리·디스크·NIC 규격과 부속품, 3년 유지관리 비용까지 명시되어 있어 인프라 도입 원가가 명확히 산정 가능하다. 이중화·연동·최신형 공급 등은 표준 문구 수준으로 blocker가 아니다.","x86 서버
- 용도 : x86 서버 (ECM 운영 이중화, DR 구성용)
- 성능 및 용량 규격 : 총 3대
구분 | 세부 규격
CPU | - Intel Xeon 6507P 2.5GHz(16Core) 이상
Memory | - 128 GB 이상 제공
Disk | - OS : 300GB * 2 NVMe SSD / DATA : 1.2TB * 2 NVMe SSD 이상
NIC | - 10/25G 2P SFP28 * 2 이상
- 32G 2P HBA* 2 이상
기타 | - 제안한 H/W는 도입시점에서 최신형으로 공급
- 운영 안전성을 위하여 기존 환경과 원활하게 연동이 가능하도록 하여야 하며, 변경을 최소화 하는 방안으로 구성
- 모든 운영, 개발 및 테스트 시스템의 Internal 디스크, 전원공급장치 등 주요 부품은 이중화로 구성
- 서버 이중화를 구성하는 중요시스템은 Fail-Over가 가능하도록 HBA 및 NIC 등 주요 부품이 이중화로 구성
- 모든 I/O Adapter는 각기 별도의 전용 카드로 제공
- 서버의 서비스 네트워크와 관리 네트워크를 분리 구성
- 제조사 정품 랙, 관리콘솔, KVM 스위치, 케이블 등 서버운영 및 관리에 필요한 부속품 일체 제공
- 사업 최종검수완료 후 3년(무상1년, 유상2년) 유지관리* 금액을 포함하여 제안
* 장애처리 등 기술지원 및 정기점검, 시스템 패치 및 업그레이드"
kac_ai_work_platform:SER-005,kac_ai_work_platform,계약·질의검토,견적반영,0.4135,0.6507,0.2372,AI보안 가이드라인 준수,보안,"범위·책임, 기술실현성",복합,높음,보통,"망분리, DLP, 권한분리, 비상정지·복구, 완전삭제 등 방대한 보안통제를 동시 요구하며 구체적 합격기준 없이 열려있어 기술적 실현가능성과 범위 확정이 사전 필요하다. 고급 보안인력·인프라·암호화 등 복합 원가도 수반된다.","AI보안 가이드라인 준수
❍ AI학습데이터셋 출처 관리 : 내ㆍ외부 AI 학습 시 신뢰할 수 있는 출처를 통한 데이터만 학습하도록, 학습데이터셋의 종류ㆍ출처 등에 대해 사전 검증 방안 제시
❍ 오염 데이터 유입 방지 : 신뢰 가능한 출처를 통해서만 데이터를 수집ㆍ학습시키고, AI에 영향을 미치는 오염된 데이터 및 악성코드 포함 여부 등 사전 필터링 등 방안 제시
❍ 학습데이터 보안등급 및 접근통제 : 학습데이터, RAG 문서, 벡터DB, 업무자료는 공개·민감·기밀 등 보안등급을 부여하고, 사용자·부서·업무별 권한에 따라 조회·학습·검색 범위를 제한하는 방안 제시
❍ AI 권한 최소화 : AI플랫폼이 업무시스템, DB, 파일서버, API에 접근할 경우 필요한 최소 권한만 부여하고, 데이터 수정·삭제·전송·시스템 제어 권한은 기본적으로 제한
❍ AI시스템 정보 유출 방지를 위한 관리적 대책 마련 :　AI모델 가중치ㆍ데이터 구조ㆍ로그 등 외부 노출될 경우 악용 우려가 있는 정보에 대해서는 암호화 혹은 비공개 등 보안관리방안 제시
❍ 반복 질의 금지 및 민감 명령 승인 절차 마련 : 공격용 프롬프트를 지속 질의할 수 있어 유사 질의 반복 및 입력 문자수 등 제한 및 AI가 생성한 결과가 업무시스템 변경, 데이터 수정, 외부 전송 등 민감 작업으로 이어지는 경우 반드시 담당자 검토와 승인 후 실행하도록 방안 제시
❍ 입·출력 필터링 및 프롬프트 보안 : 사용자 입력과 AI 응답에 개인정보, 비공개자료, 기밀정보, 시스템 프롬프트, 공격성 문구, 프롬프트 인젝션 패턴이 포함되는지 탐지 필요 및 차단을 위한 AI DLP 등의 활용 필요
❍ 로깅·모니터링 체계 : 사용자 접속, 프롬프트 입력, 파일 업로드, RAG 검색, 모델 응답, 데이터 접근, 관리자 작업, API 호출 이력을 로그로 기록하고 이상행위탐지 방안 제시
❍ 망 분리 및 경계보안 : AI플랫폼은 내부망 전용 구간에 구축하고, 인터넷 등 외부망과 직접 연결되지 않도록 물리적·논리적으로 분리한다. 업무시스템 연계 시 방화벽, 접근제어, 중계서버 등을 통해 접근경로 제한 방안 제시
❍ RAG·학습데이터 권한분리 : AI가 응답 생성 시 사용자의 권한을 초과하는 문서나 벡터DB를 참조하지 못하도록 데이터셋, 벡터DB 컬렉션, 검색 인덱스를 권한별로 분리하여 구성
❍ 데이터 반입·검사 절차 : 외부 또는 타 시스템에서 데이터·모델·패키지를 반입할 경우 악성코드, AI 백도어, 민감정보, 비정상 데이터 포함 여부를 사전 검사하고 승인 후 사용
❍ 통신구간 및 관리자 접속 보호 : 사용자-AI플랫폼, AI플랫폼-업무시스템, 관리자-플랫폼 간 통신은 암호화하고, 관리자 접속은 지정 단말·관리망·다중인증 기반으로 제한
❍ 비상정지·복구 체계 : 모델 오작동, 민감정보 유출, 권한 오남용, 모델 변조 의심 시 서비스·모델·계정·API 호출을 즉시 중단하고 원본 모델 또는 백업본으로 복구방안 제시
❍ 용역업체 및 사용자 관리 : 구축·운영업체 계정은 최소권한으로 부여하고 작업 종료 즉시 회수한다. 사용자에게 민감정보 입력 금지, AI 사용수칙, 보안사고 신고절차를 교육 실시
❍ 완전 삭제 및 폐기관리 : AI플랫폼 폐기 또는 데이터셋 삭제 시 AI모델, 학습데이터, 벡터DB, 임베딩, 로그, 임시파일을 복구 불가능하게 삭제 조치"
defense_intelligent_platform:SFR-062,defense_intelligent_platform,계약·질의검토,견적반영,0.4279,0.6222,0.1943,클라우드 플랫폼 -서비스 인프라 관리,기능,기술실현성,고급·전문인력,높음,낮음,"멀티 IaaS·GPU MIG 프로비저닝용 전용 Provider 플러그인 개발과 기존 운용 중인 네트워크 장비와의 자동 연동은 대상 장비가 특정되지 않아 기술 실현 가능성을 사전 확인해야 하는 blocker이며, 고급 클라우드·인프라 전문인력 투입이 필요한 원가 사항이다.","클라우드 플랫폼 -서비스 인프라 관리
◯ 멀티 IaaS 플랫폼 관리 제공
- 플랫폼별 구성 정보 동기화 제공(수동, 자동)
- 멀티 플랫폼 대상 인프라 통합 관리 제공
- CPU, GPU, Memory, Disk 등 가상 리소스 관리 제공
◯ IaC 기반 리소스 프로비져닝 기능 제공
- 특정 상용 IaC 엔진에 종속되지 않도록 표준 HCL 또는 YAML.기반 정의서 제공
- 사용자의 신청 정보 기반으로 IaC 코드 동적 생성
- VM에 대한 스펙별 가용 자원을 고려한 프로비저닝 지원
- IaC 코드를 기반으로 가상 자원 리소스 프로비져닝 제공
- GPU 인프라를 정의하고 생성할 수 있도록 전용 Provider 플러그인 제공
- MIG 프로파일(GPU 분할), 오토스케일링 임계치 등 복잡한 설정 제공
- 인스턴스 타입별(CPU Only, GPU Pass Through, GPU MIG) 프로비저닝 지원
- OS 이미지 내 포함된 Node Exporter와 DCGM Exporter를 통해 인스턴스 생성 시, 자동으로 성능 모니터링 정보 제공
- 인스턴스 스냅샷을 이용한 인스턴스 복제 제공
- 프로비져닝 단계 별 상태를 표시
- 프로비져닝 실패 시 상세 에러 코드를 반환하여 운영자에게 제공
- 리소스 생성, 삭제, 상태 변경(Start/Stop) 등 라이프사이클 관리 제공
◯ 네트워크 리소스 관리
- VPC, Subnet, 보안그룹, 로드밸런서 등 네트워크 관련 리소스 관리 제공
- 네트워크 리소스 설정 정보 관리 제공
- 클라우드(VM) 기반 가상 네트워크 생성 시 현재 운용 중인 네트워크 장비의 네트워크 설정을 자동으로 프로비저닝 및 연동할 수 있는 기능을 제공
◯ 스토리지 리소스 관리
- 오브젝트 및 파일 스토리지 리소스 관리 제공
- 스토리지 리소스 설정 정보 관리 제공"
incheon_airport_digital_work:TER-001,incheon_airport_digital_work,견적반영,계약·질의검토,0.4367,0.1456,0.5823,테스트 일반사항,테스트,,외주·전문기관,보통,낮음,"단위·통합·시스템 테스트는 기본 수행팀 표준 업무이나, 성능문제 발생 시 성능진단 전문업체의 별도 진단·개선 수행이 명시되어 외주 비용이 추가 발생한다. 무제한·무상 재작업이나 구체적 수치 목표가 없어 blocker는 아니다.","테스트 일반사항
- 단위시험, 통합시험, 시스템 시험(성능 및 부하), 사용자 승인(인수)시험 등 단계별 테스트 시행
- 계약상대자는 단계별 테스트에 대한 종합적인 시험방법 및 시험 시나리오 등 세부 시험절차를 수립한 후, 예상결과 및 대응책까지 포함하여 공사에 사전 검토를 받고 이행
- 시험 계획에는 시험 인력, 시험 데이터, 시험 절차/방법, 시험 일정/주기, 시스템 튜닝 등을 포함하여 진행
- 통합시험, 시스템시험 등은 운영 시스템에서 실제 데이터(오류 데이터 포함)와 동일한 시험 데이터를 토대로 실시
- 단위시험은 자체계획에 따라 수행하고 결과를 보고
- 통합시험은 본 과업수행결과가 운영환경에 반영된 상태에서 테스트를 최소한 2주 이상 실시하고 성능문제 발생 시 성능진단 전문업체로 부터의 성능진단 및 개선 등 수행
- 개발완료 후 최종 산출물 및 테스트 결과물을 첨부하여 제출하고 발견된 오류 사항은 보완·테스트를 반복적으로 실시
- 시스템 시험(성능 및 과부하 테스트 포함) 및 사용자 승인(인수)시험은 시스템 오픈 전까지 모든 절차를 완료"
defense_intelligent_platform:TER-008,defense_intelligent_platform,계약·질의검토,견적반영,0.4406,0.5989,0.1583,실증 프로젝트,테스트,"검수·성능기준, 범위·책임",복합,높음,높음,"데이터 처리속도, 추론지연, 자원효율 등 정량적 기술지표 입증이 요구되어 달성가능성 사전 확인이 필요하고, 과제별 임무정의부터 데이터구축·라벨링·모델개발·서비스제공까지 범위가 매우 포괄적이라 사전 협의가 필요하다. 국방 도메인 데이터 특성상 고급 AI인력과 데이터 구축 비용이 복합적으로 소요된다.","실증 프로젝트
- 국방 데이터 기반 실증 프로젝트 추진
- (실전적 검증) 국방 데이터 및 파이프라인을 활용하여, 실제 군 업무 환경과 유사한 시나리오 기반의 실증 프로젝트 수행
- (기능/성능 검증) 데이터 처리 속도, 모델 추론 지연 시간, 자원 할당 효율성 등 플랫폼의 기술적 지표를 정량적으로 입증
- 과제별 데이터 구축(생성, 획득, 수집)을 위한 구체 방안 수립
- 과제별 임무정의, 구축공정(데이터 수집/생성, 라벨링, 학습 등), 학습모델 구축계획 상세화
- 과제에 따라 필요한 데이터 수집/생성 및 연동을 통한 원시데이터 구축
- 구축 원시 데이터를 이용한 가공 및 라벨링 수행
- 각 과제에 적합한 AI 모델, 빅데이터 분석 알고리즘 제시 및 학습 또는 개발
- 성과 평가 및 국방 지능형 플랫폼을 이용한 서비스 제공과제별 데이터 구축(생성, 획득, 수집)을 위한 구체 방안 수립
- 과제별 임무정의, 구축공정(데이터 수집/생성, 라벨링, 학습 등), 학습모델 구축계획 상세화
- 과제에 따라 필요한 데이터 수집/생성 및 연동을 통한 원시데이터 구축
- 구축 원시 데이터를 이용한 가공 및 라벨링 수행
- 각 과제에 적합한 AI 모델, 빅데이터 분석 알고리즘 제시 및 학습 또는 개발
- 성과 평가 및 국방 지능형 플랫폼을 이용한 서비스 제공"
genai_incident_response:SFR-019,genai_incident_response,계약·질의검토,견적반영,0.4468,0.5879,0.1411,CI/CD 파이프라인 – 소프트웨어 배포 자동화,기능,검수·성능기준,없음,보통,낮음,"CI/CD 파이프라인 구축, 자동화 테스트, 롤백·배포이력 관리는 기본 수행팀이 통상적으로 처리 가능한 범위다. 다만 테스트 커버리지 80% 이상 유지라는 구체적 수치 목표가 제시되어 프로젝트 특성상 달성 가능성을 사전에 확인해야 하는 blocker에 해당한다.","CI/CD 파이프라인 – 소프트웨어 배포 자동화
- CI/CD 파이프라인 구축
- 소스코드 변경 감지 시 자동 빌드·테스트·배포를 수행하는
CI/CD 파이프라인 설계 및 구현
- 브랜치 전략 정의 및 환경별(개발·검증·운영) 배포 파이프라인 분리 구성
- 파이프라인 실행 현황 및 결과 대시보드 제공
- 자동화 테스트 체계 수립
- 단위 테스트·통합 테스트 자동 수행 기능 구현
- 테스트 커버리지 80% 이상 유지 및 커버리지 측정 결과 자동 보고
- 테스트 실패 시 배포 중단 및 담당자 알림 기능 구현
- 배포 안정성 확보
- 배포 실패 시 이전 버전 자동 롤백 기능 구현
- 배포 이력(배포 일시·버전·담당자·결과) 기록 및 조회 기능 구현
- 운영 환경 배포 시 관리자 승인 절차 적용"
kexim_ai_platform:DAR-002,kexim_ai_platform,계약·질의검토,견적반영,0.4505,0.6713,0.2207,데이터 정제,데이터,검수·성능기준,복합,높음,보통,"OCR 인식 정확도 목표 수치를 제안사가 제시하도록 요구해 달성 가능성을 사전 확인해야 하는 blocker가 존재한다. 복합 표·문서구조 분석, 지식그래프 등 고도화 기술 적용은 고급 전문인력과 OCR 등 별도 라이선스가 필요해 원가에도 영향을 준다.","데이터 정제
- 데이터 유형 별 전처리 및 정제 처리로직 설계·구현
데이터 | 전처리 로직(예시)
질의응답 스레드 | LLM을 사용하여 단일 Q&A 셋으로 변환
이미지 | OCR을 사용하여 텍스트 추출
다중 표 | 행과 열의 구조적 관계를 유지한 채 Markdown 또는 Json 형태로 추출
대용량 문서 | 문서 구조 분석 및 문단 별 맥락을 추출하여 의미단위 문서 분할 및 메타데이터 생성
이메일/회의록 | 핵심 정보를 지정된 스키마(부서/발신자/ 수신자/날짜/Q&A내용 등)에 따라 추출
메신저/이메일 | 화자를 명확히 분리하고 시간 순서에 따라 대화를 재구성하여 질의응답에 활용할 수 있는 형태로 가공
- 데이터 정제 처리로직 자동화
- 맞춤법, 띄어쓰기, 스펠링 교정, 자연스러운 문장으로 재구성
- 문서 유형을 식별하고 문서 유형 별 전처리, 파싱, 청킹, 임베딩, 메타정보 생성
- 문서 유형 별 제목, 본문, 목차, 표, 그림, 주석, 참고문헌, 머리말, 꼬리말, 워터마크 등 구성요소 분석
- 소제목→섹션→소단락→하위 절 등으로 문서의 계층적 구조를 분석하고 문서 관계정보를 분석하여 상호 참조 할 수 있도록 그룹핑
- 온톨로지 기반 지식그래프 등 고도화 된 문서·데이터 관계정보 관리 등을 통해 AI 답변 품질을 높일 수 있는 최신 기술 적용하고 데이터 정제 처리로직에 반영
- 사용자 민감 데이터 학습·수집 과정에서 개인정보에 대해 충분히 인지하고 자동으로 삭제 가능한 알고리즘 적용
- 문서 내 복합적으로 구성된 데이터 추출
- 이미지 pdf 또는 문서 내에 포함된 이미지 등에서 텍스트를 정확하게 추출하기 위한 고성능 AI OCR 기능 제공. 제안사는 OCR의 인식 정확도목표 수치를 제시
- PDF, HWP, DOCX 문서 내의 표를 단순 텍스트가 아닌, 행과 열의 구조적 관계를 유지한 채로 추출해야 하며, 추출된 표는 Markdown 또는 JSON 형식으로 변환하여 의미적 검색 가능
- 여러 페이지에 걸쳐있거나 복잡한 형식의 표(표 안의 표, 셀 병합 등)에 포함된 텍스트에 대해서도 구조화된 형식으로 변환
- 문서의 제목, 부제목, 본문, 머리글/바닥글, 각 문단의 제목/소제목 등 논리적 구조와 레이아웃을 분석하여 텍스트의 중요도와 맥락을 파악하고 이를 메타데이터로 활용할 수 있는 기능 제공
- 각 데이터는 해당 데이터의 내용 뿐만 아니라 문서의 구조정보를 활용할 수 있도록 구성 되어야 함
- 예시) 테이블 내 데이터는 테이블 제목 또는 테이블이 포함된 단락의 내용으로 참조될 수 있도록 구성, 문서의 마지막 장에 포함된 붙임 문서는 붙임문서가 참조된 본문 컨텐츠와 함께 참조될 수 있도록 구성
- AI 활용을 위한 데이터 증강 및 검증
- 향후 RAG검색 성능을 검증하고 개선하는데 활용할 수 있도록, LLM이 문서의 핵심 내용을 분석하고 관련 키워드와 토픽을 자동으로 추가하는 데이터 증강 기능 제공"
